claim_amount,premium_amount,policy_age,repeat_claims,fraud_flag
124111.44,66027.03,8,4,1
15771.08,25930.55,950,0,0
77314.63,61769.74,10,5,1
17920.95,63578.83,735,1,0
27430.2,68709.37,278,0,0
33794.42,54043.24,382,1,0
30533.94,22019.53,2,5,1
10876.75,17437.87,361,2,0
6119.12,18793.67,455,0,0
13561.02,12259.21,5,5,1
10600.63,51477.75,79,1,0
38603.23,90988.17,698,2,0
16961.39,73579.83,584,0,0
67397.96,46470.19,4,5,1
66516.34,58497.29,5,3,1
49577.34,71301.8,713,0,0
7626.2,11081.01,914,2,0
27886.34,72010.92,108,2,0
14835.12,30907.82,483,0,0
9049.88,77195.1,960,1,0
13871.86,26753.93,620,0,0
15672.15,12208.85,7,6,1
3578.67,12712.81,867,1,0
11012.23,32400.11,827,1,0
19931.89,67900.13,364,2,0
24533.43,74193.68,467,0,0
12708.71,42668.02,469,1,0
1538.77,7548.77,98,0,0
48460.13,26960.51,1,6,1
12647.45,41979.43,318,0,0
14829.36,25897.28,266,0,0
147410.68,87828.36,5,5,1
57203.91,51068.48,10,3,1
2453.05,5001.17,318,2,0
24595.32,67575.4,641,0,0
5671.57,11218.25,816,2,0
48326.14,83258.81,324,1,0
1503.37,8326.69,681,1,0
11466.26,56473.12,359,2,0
15302.36,22511.67,668,0,0
35106.14,97627.73,418,2,0
13249.35,79356.66,889,2,0
48569.48,36827.26,9,6,1
187181.09,96531.43,7,6,1
9852.87,86651.24,512,2,0
27620.59,46885.64,416,0,0
78847.5,40549.65,8,5,1
13432.81,30997.8,613,0,0
118687.05,68918.13,9,3,1
52995.68,90887.99,65,2,0
51786.84,82843.39,222,2,0
25412.6,43217.01,757,1,0
2245.25,10139.35,118,0,0
17138.6,70527.84,818,1,0
46605.36,74483.44,435,2,0
5859.98,8869.89,44,2,0
3839.79,16455.08,491,0,0
24688.04,85770.25,663,2,0
9022.93,13021.65,212,1,0
26249.21,66072.36,799,1,0
5568.65,22185.26,713,2,0
16800.98,56532.17,867,0,0
37607.78,94443.26,133,2,0
32864.01,70998.15,961,2,0
6753.41,13641.85,437,1,0
114549.04,64129.18,3,4,1
28151.69,17960.61,10,5,1
34895.08,87002.81,765,0,0
133414.3,88090.97,3,3,1
20643.94,47682.36,635,2,0
1651.91,6526.75,455,2,0
4208.43,38346.17,287,0,0
68907.27,63431.81,3,4,1
11844.48,42477.55,142,2,0
47210.73,28713.9,8,5,1
26222.76,65949.59,548,1,0
91381.05,83957.17,8,5,1
117196.91,88553.54,10,6,1
2240.07,5391.62,841,0,0
7015.74,34803.73,999,2,0
11061.07,25678.71,353,0,0
13316.03,20100.3,584,2,0
11140.23,27253.65,608,1,0
104631.9,97584.28,4,6,1
194233.01,98980.26,10,4,1
5384.23,18888.25,597,1,0
60631.29,88256.44,683,2,0
7809.87,54860.46,504,0,0
28581.8,50139.01,643,0,0
18332.02,79909.92,331,1,0
42908.65,69277.39,235,2,0
64539.01,63675.7,7,6,1
21978.08,11394.45,7,4,1
4395.79,42954.44,847,2,0
30066.61,91067.02,913,0,0
137291.82,78642.91,7,3,1
28056.85,58845.25,368,0,0
8564.9,17061.25,189,1,0
10408.31,67219.79,467,0,0
7820.09,16459.99,394,2,0
8201.48,41864.74,423,1,0
10578.13,23338.03,629,0,0
8959.34,88904.4,560,0,0
15587.59,89441.88,500,1,0
111457.58,74594.5,1,3,1
12650.6,67522.21,37,0,0
3513.57,21714.26,511,1,0
44279.51,72796.36,748,1,0
7999.65,28937.39,166,2,0
26264.12,45292.64,479,1,0
17353.2,28622.11,54,2,0
41606.04,73284.16,274,2,0
39039.85,82406.09,188,0,0
38777.03,58861.4,285,1,0
14350.5,26206.01,411,2,0
6710.01,43410.87,300,2,0
120404.33,75902.62,6,6,1
13176.05,24856.14,450,1,0
12153.22,84369.42,990,2,0
8288.15,19243.75,646,1,0
31566.64,65716.57,922,2,0
15408.44,28667.33,234,2,0
28483.63,95429.35,511,1,0
42236.2,93649.11,647,2,0
46951.86,29552.13,10,6,1
39976.45,35794.82,9,6,1
58487.29,93087.23,677,1,0
51677.65,36890.51,9,6,1
30463.54,66596.17,823,2,0
6181.16,44078.3,707,0,0
20159.54,44369.8,919,0,0
16770.39,26143.03,876,2,0
7358.25,59961.6,982,2,0
2157.14,20971.48,546,2,0
125013.64,69412.45,1,5,1
20737.53,15941.16,6,4,1
2857.95,5059.52,725,1,0
58033.08,84738.82,884,2,0
4434.34,11014.39,740,0,0
10835.65,23071.7,289,0,0
27988.67,50759.05,518,2,0
23962.02,48257.36,631,1,0
24922.99,87857.12,158,2,0
120275.42,96895.04,3,6,1
14972.13,73560.87,560,0,0
63156.12,56794.95,3,6,1
18609.39,15605.76,2,5,1
28196.94,64680.34,93,1,0
13707.23,91395.93,537,0,0
922.86,5353.53,558,2,0
51615.04,28078.29,9,4,1
97390.56,72290.78,6,5,1
172544.7,90257.88,1,6,1
13597.04,23348.04,62,2,0
23141.81,13467.02,7,3,1
3496.84,5569.02,957,2,0
92781.54,64784.3,6,5,1
14202.03,41381.91,619,2,0
31431.55,69358.97,128,1,0
46920.24,93038.83,221,0,0
34038.43,61521.79,83,2,0
29692.1,82753.35,649,0,0
11213.62,9384.64,1,6,1
6404.36,14934.28,941,1,0
11859.22,19185.31,918,1,0
6689.93,11387.94,353,0,0
166199.3,90994.74,5,3,1
2371.83,19627.15,516,0,0
120434.37,87689.64,3,5,1
22900.04,50023.62,393,0,0
5129.89,17017.89,873,1,0
39259.88,76699.62,726,1,0
1713.86,9022.88,874,2,0
15020.99,40583.04,687,2,0
52357.24,79857.38,708,0,0
21861.58,35529.07,964,0,0
3754.28,13712.37,756,1,0
32259.63,48752.06,134,2,0
15919.91,65879.64,741,0,0
7751.93,71604.6,138,1,0
32198.12,85731.73,767,2,0
64785.37,56989.77,2,5,1
164909.8,99186.05,6,4,1
15694.56,55673.99,688,1,0
3602.4,8761.64,381,0,0
92355.06,56826.64,3,4,1
58712.08,96139.01,115,1,0
26865.07,79574.06,484,0,0
31232.71,15622.98,7,5,1
26051.12,39108.26,461,1,0
56634.11,85950.37,505,2,0
8401.18,30342.29,459,2,0
96001.49,58944.1,2,5,1
16206.33,62198.72,207,1,0
37323.87,61456.33,751,1,0
38784.97,64588.62,95,0,0
37058.77,63461.91,588,0,0
15007.94,90731.81,542,0,0
42440.23,64037.37,349,1,0
1734.14,12666.53,704,0,0
67131.85,51969.35,2,3,1
11585.13,21689.78,342,0,0
73863.83,59826.98,10,4,1
29255.62,26244.01,3,6,1
4143.26,9569.7,360,1,0
51520.75,47641.28,3,6,1
67434.95,97394.75,780,1,0
28915.4,54765.51,210,2,0
28076.8,49536.15,565,0,0
27013.88,64428.92,761,0,0
41270.64,75696.01,322,0,0
11867.45,54804.99,857,0,0
4871.53,20541.13,352,0,0
33863.57,93050.76,775,0,0
6057.56,13946.44,168,2,0
84617.89,75195.95,9,5,1
57241.27,97836.6,153,1,0
85252.04,83691.21,5,5,1
37901.32,70403.45,499,1,0
39331.49,91368.24,997,2,0
36073.3,61444.76,678,0,0
32219.69,91911.58,614,1,0
21970.93,19757.95,3,6,1
106781.49,63791.09,9,3,1
3768.48,7211.05,216,0,0
46131.81,86979.04,671,0,0
8444.64,16798.1,314,0,0
4575.25,22932.08,470,2,0
29949.52,69375.57,844,2,0
8392.08,23546.96,832,0,0
9328.93,91202.43,96,0,0
5691.71,46449.59,605,1,0
6465.16,35814.74,876,0,0
42575.5,90264.85,590,1,0
73054.75,62370.08,4,6,1
13451.06,67470.46,332,1,0
21318.6,50997.88,70,1,0
3804.89,21977.88,466,1,0
47242.34,80193.07,161,1,0
17509.76,61641.35,48,1,0
98109.6,59786.87,1,4,1
31895.91,94546.49,846,0,0
17587.95,45185.9,73,0,0
49664.04,86185.92,479,1,0
16846.86,43110.91,40,2,0
21240.07,96915.78,920,0,0
176802.0,95053.49,5,4,1
39329.4,68399.37,525,1,0
1300.96,6574.53,873,2,0
6712.38,39113.3,465,2,0
42979.61,64984.29,448,2,0
173622.3,96974.63,7,4,1
7012.65,37571.47,630,1,0
4668.17,29892.77,428,1,0
3048.87,8036.92,175,2,0
19307.15,30195.37,892,2,0
39491.81,98787.95,271,2,0
10100.2,44640.37,219,0,0
57659.83,43145.66,1,6,1
6486.64,45388.26,558,2,0
52502.81,95893.85,183,1,0
20985.41,61944.34,768,2,0
19741.95,30686.41,926,2,0
3492.8,21720.19,812,0,0
78238.38,72458.65,3,5,1
8797.78,64045.37,224,2,0
6229.1,37833.67,131,0,0
6801.55,15172.48,176,1,0
38095.76,75620.16,781,2,0
57245.12,95573.68,849,1,0
6649.82,16880.01,862,0,0
10141.5,33758.39,789,0,0
11015.04,17846.15,985,1,0
81660.61,47672.96,8,4,1
2601.72,6475.41,453,1,0
6517.29,43559.44,726,2,0
10993.45,91293.42,616,1,0
10503.58,97728.86,205,0,0
30808.85,62500.33,906,1,0
96391.4,82056.49,6,4,1
10112.38,62049.55,632,2,0
9748.26,33042.11,720,2,0
35850.95,68280.5,423,0,0
37220.81,57130.28,926,0,0
92798.02,50901.39,9,4,1
52636.79,32838.7,1,5,1
85806.59,43562.69,10,6,1
40314.41,70724.7,276,0,0
137547.59,75422.38,6,4,1
10302.91,28609.62,874,0,0
105356.12,90728.78,9,4,1
36041.47,56988.27,249,2,0
38355.81,59183.09,484,0,0
13237.9,23783.24,460,1,0
56680.71,98371.67,710,2,0
42470.71,97585.77,397,2,0
23735.5,42158.06,1000,1,0
79569.51,45599.48,5,5,1
28481.28,69683.96,57,2,0
16907.79,53153.09,742,0,0
1185.97,10360.98,438,2,0
74525.39,64933.57,1,4,1
7415.18,35332.99,444,1,0
13279.19,25647.27,344,1,0
45441.08,70792.88,245,1,0
10725.42,20225.08,944,0,0
28312.97,91722.69,677,0,0
31338.42,21386.79,8,6,1
23582.64,57931.84,223,2,0
5662.09,9903.1,405,1,0
27045.73,43404.17,102,2,0
23963.42,85961.55,44,0,0
12956.79,69455.48,409,0,0
6826.44,5492.82,10,4,1
19234.21,79905.91,914,1,0
12109.85,81636.65,759,0,0
45546.11,68867.08,490,1,0
37874.79,91739.34,247,0,0
88572.64,67389.91,1,6,1
7807.29,16628.47,818,0,0
17036.46,54147.0,922,0,0
116789.22,69357.44,10,3,1
16129.5,26382.53,570,2,0
15972.59,29158.36,875,1,0
41617.11,70476.16,980,1,0
174794.31,90624.11,3,3,1
2048.48,5572.5,30,0,0
54722.74,37573.02,4,5,1
4138.37,8642.32,858,2,0
49252.25,92440.18,645,2,0
11933.88,27137.3,463,2,0
112505.3,70866.2,1,4,1
39187.29,71287.27,926,2,0
107615.74,79399.99,9,4,1
20008.84,79131.28,245,1,0
34417.95,57267.66,206,1,0
40862.45,25813.43,3,3,1
12943.49,10019.25,10,5,1
69023.68,35039.48,9,6,1
91254.84,55980.23,10,3,1
3471.8,5741.18,58,1,0
18525.03,42724.74,586,2,0
6445.22,38795.24,617,0,0
91239.29,88092.21,1,5,1
66714.7,98215.52,433,0,0
12193.12,40942.98,391,2,0
36502.2,30939.37,10,5,1
101634.4,69720.65,3,5,1
116972.09,64489.47,2,6,1
1932.26,13564.13,674,0,0
145288.22,85254.83,5,3,1
39438.94,82851.41,758,1,0
6909.07,39405.94,851,2,0
111180.05,70106.07,7,4,1
44976.71,33660.94,1,6,1
17857.58,14650.15,3,5,1
34921.75,60735.38,600,1,0
18861.19,28197.37,761,0,0
51231.68,39788.3,10,5,1
119416.08,60742.76,3,3,1
62353.02,45983.88,3,6,1
21698.88,39199.85,84,1,0
87533.54,72310.74,1,4,1
7348.48,16506.64,209,0,0
3723.74,33022.82,467,0,0
4921.59,38533.61,538,2,0
23202.26,18374.49,6,6,1
32232.37,23993.98,3,5,1
13258.39,19636.06,439,2,0
43455.29,23549.76,5,4,1
59216.66,55708.74,8,3,1
107536.91,63143.32,1,5,1
39841.87,79031.97,565,2,0
7005.96,11194.61,980,0,0
20040.08,29686.57,330,0,0
28419.55,45535.29,966,2,0
24844.99,86084.38,228,1,0
34281.43,34155.68,6,6,1
3087.24,8532.98,137,1,0
24261.27,44908.13,832,0,0
10253.22,62391.27,996,1,0
79531.37,49907.72,6,3,1
15761.98,30299.94,891,2,0
59657.26,30493.07,7,5,1
51879.18,88266.91,956,1,0
120082.31,99793.81,1,5,1
72313.24,54089.33,6,4,1
36758.24,85225.29,300,1,0
52030.97,89290.78,285,1,0
7246.79,14003.26,31,0,0
40835.47,83253.64,849,2,0
6360.35,10522.38,37,1,0
53009.64,43865.56,5,4,1
20252.04,60780.15,730,1,0
57009.56,93216.46,78,1,0
15854.43,93760.83,629,1,0
31958.34,76606.07,773,0,0
55253.43,48361.33,1,3,1
35052.46,88683.4,997,1,0
22183.82,56635.75,520,2,0
8788.43,21390.64,49,0,0
34503.55,93209.27,747,2,0
128918.55,96456.84,3,4,1
31567.6,74625.9,296,0,0
8421.65,59740.4,359,2,0
11997.26,35780.94,313,2,0
30580.07,82720.25,192,1,0
33754.31,60853.45,672,2,0
22339.99,67577.46,47,1,0
16398.9,52108.11,359,1,0
16936.87,42398.1,568,1,0
93614.72,47036.26,10,5,1
147468.25,74760.46,2,5,1
25680.9,64372.44,446,2,0
7117.71,62005.65,622,0,0
28005.03,54202.61,429,2,0
99774.31,83689.28,3,3,1
36494.41,19728.87,3,3,1
17939.45,50129.62,264,0,0
6652.12,28621.6,297,1,0
7164.2,13197.74,932,2,0
53608.24,81501.18,325,0,0
16159.34,46428.0,762,1,0
17773.93,82592.35,427,1,0
26483.64,60173.9,610,2,0
41165.85,66088.92,726,1,0
115722.31,68365.55,1,4,1
44163.39,26531.15,3,5,1
15877.83,22949.62,654,1,0
25552.03,86089.61,604,1,0
8337.28,32846.31,334,1,0
4829.07,15552.47,253,2,0
4273.22,8694.85,704,1,0
134516.03,79939.81,6,4,1
2110.9,12065.03,566,0,0
21723.6,85580.19,843,0,0
49980.21,72257.41,720,0,0
21747.26,54340.13,766,2,0
98662.54,59721.32,3,6,1
30367.6,43755.15,800,2,0
4765.54,6855.9,332,1,0
5340.71,15472.59,452,0,0
10071.08,32392.74,168,1,0
19601.69,58949.67,434,0,0
1472.39,12004.06,728,0,0
42544.14,64563.81,298,1,0
7775.64,23539.33,947,2,0
13092.39,25942.95,673,1,0
24321.05,60063.84,480,0,0
16860.06,8825.68,3,4,1
174055.21,92351.0,6,5,1
18501.85,77173.95,435,0,0
20656.94,34010.43,723,1,0
32545.23,60266.14,442,2,0
44782.73,23849.93,10,6,1
9968.15,19330.18,777,1,0
33809.6,27125.28,2,6,1
80200.66,47557.3,2,5,1
13337.31,84817.97,335,0,0
4111.62,19525.0,343,2,0
116016.73,81220.29,9,3,1
58327.35,89412.84,546,2,0
40963.37,35570.81,10,3,1
26221.05,14759.45,1,4,1
31989.67,69796.28,51,1,0
162490.69,97047.43,4,4,1
14437.65,60535.29,947,0,0
47086.85,75618.35,193,1,0
23805.77,82790.89,422,1,0
17012.45,96004.73,90,2,0
21862.43,98012.97,651,2,0
5404.4,29174.51,219,2,0
9111.48,18822.75,44,1,0
34033.51,72917.95,345,0,0
20568.77,32543.43,492,1,0
8434.93,23992.75,659,0,0
32011.66,31963.52,4,4,1
4615.29,27568.14,853,0,0
12980.98,34170.0,694,0,0
40187.83,70890.26,296,0,0
19528.92,89778.66,935,1,0
11280.93,5719.15,2,4,1
52434.18,81665.69,207,1,0
3389.64,32027.94,286,0,0
17849.02,28375.12,741,0,0
43062.88,75864.58,350,1,0
20458.97,51575.89,851,0,0
24468.11,44488.06,237,2,0
29836.95,51079.82,943,0,0
4852.58,14850.06,620,0,0
32520.07,94604.17,945,1,0
18084.6,10844.45,2,5,1
10368.92,30025.25,149,1,0
67406.51,96536.14,378,2,0
22726.24,94709.84,910,0,0
36541.1,53595.39,461,1,0
16529.02,50658.64,948,2,0
58421.65,37014.11,4,5,1
112159.84,58558.86,4,6,1
15481.47,53090.4,669,0,0
122654.46,98872.68,4,5,1
115126.97,68926.07,10,6,1
27755.1,53088.68,847,2,0
22567.46,11872.9,1,6,1
31854.75,47703.63,484,1,0
104986.59,54439.76,5,5,1
111422.71,89010.27,2,6,1
147203.34,83422.22,2,6,1
20060.75,54767.64,335,2,0
34893.73,99509.26,509,1,0
42254.83,81470.06,398,2,0
21593.58,14482.21,1,6,1
5337.76,27508.94,321,0,0
11348.03,64510.03,43,1,0
5304.7,25209.51,690,2,0
146008.22,78403.03,3,5,1
32019.68,50886.21,814,2,0
35556.52,77481.29,759,1,0
18369.43,28202.59,765,1,0
105518.27,91925.85,5,6,1
23302.41,63484.48,123,0,0
3823.31,14131.95,216,0,0
35912.28,62329.07,419,2,0
41934.47,69341.1,100,0,0
7328.87,11731.8,466,1,0
54368.01,97980.07,569,1,0
19257.68,15480.76,8,4,1
36242.21,76582.81,426,0,0
10387.1,31863.27,348,0,0
14833.38,74927.32,352,2,0
3002.77,7298.91,600,1,0
18673.57,85490.74,992,0,0
8906.3,78871.37,331,2,0
32522.97,95469.12,922,2,0
27776.7,53920.22,210,1,0
42869.05,73154.89,825,2,0
2526.67,7311.75,419,2,0
29976.05,66590.74,444,1,0
17868.88,82646.64,409,0,0
47994.73,45132.78,4,5,1
28522.61,47746.02,571,1,0
17628.12,74434.82,627,2,0
18338.19,55188.29,314,1,0
4230.22,18061.61,759,1,0
15416.5,29638.77,157,0,0
22475.26,86990.14,756,1,0
98423.78,50436.7,8,5,1
7708.96,37616.15,962,1,0
9024.7,29344.21,405,1,0
10087.07,26712.07,183,0,0
91821.76,70853.54,6,6,1
11537.68,86981.76,872,1,0
14789.86,24026.13,509,2,0
27244.03,93458.94,737,2,0
11978.61,78273.62,559,1,0
29135.59,64767.59,401,0,0
127066.37,90581.85,1,4,1
51927.57,99586.66,592,1,0
12417.96,61113.22,546,1,0
101887.4,80594.65,9,5,1
13205.17,47860.16,266,2,0
155311.76,85340.86,10,5,1
8877.55,45068.1,692,1,0
93787.68,85722.83,5,4,1
42340.57,96750.3,157,2,0
26324.42,84418.05,367,0,0
23419.78,40782.44,631,0,0
44176.76,91603.62,699,0,0
3391.12,9644.2,852,2,0
43229.36,90252.0,415,1,0
9302.03,27122.87,89,2,0
20785.02,62704.2,635,1,0
68992.86,45230.12,1,6,1
13569.04,57850.43,34,1,0
6084.01,22605.51,348,2,0
29478.8,72787.5,414,1,0
105356.33,73645.16,7,4,1
20876.13,95161.01,993,1,0
3171.45,31095.42,850,0,0
116807.88,67635.17,10,3,1
8665.83,20713.76,518,2,0
5388.2,45429.72,353,2,0
12175.57,30260.53,707,1,0
125924.12,87974.72,10,3,1
19570.26,36278.65,292,0,0
5750.55,46412.86,834,1,0
69735.14,42926.04,1,6,1
26419.16,20108.24,2,5,1
11645.14,17898.58,353,0,0
3340.81,16404.33,751,2,0
88130.39,63708.86,8,3,1
4698.03,21422.27,690,1,0
15825.55,94903.72,214,0,0
13445.72,28488.69,304,1,0
10825.64,35257.14,954,2,0
11497.99,19352.74,198,1,0
15192.63,10646.21,6,3,1
115622.92,85582.28,4,3,1
7302.53,31720.0,320,1,0
13399.53,65972.87,740,0,0
57203.45,42849.56,1,6,1
15859.05,55036.2,253,1,0
11836.93,99052.14,213,1,0
111741.11,58049.01,6,4,1
27897.91,84097.31,886,2,0
5902.35,29485.0,952,0,0
20501.38,91041.57,187,1,0
36210.94,21682.37,2,4,1
71432.05,43132.28,6,5,1
151529.86,88916.01,3,5,1
10891.88,17425.37,700,2,0
150599.46,91012.57,7,4,1
117728.72,96371.16,4,4,1
3289.27,6546.22,117,1,0
53844.61,81750.45,335,2,0
28912.47,23100.85,1,3,1
170663.57,94016.15,1,5,1
55696.79,36050.88,1,3,1
31417.65,56934.61,938,0,0
22473.73,85525.21,466,0,0
101392.67,67607.48,1,3,1
14531.62,20784.9,663,0,0
38867.66,71404.44,594,1,0
29055.42,90483.1,488,2,0
40299.03,58922.59,480,1,0
20269.54,67284.39,141,0,0
19166.57,57201.74,842,0,0
5853.36,43592.42,87,1,0
5895.77,12608.55,349,2,0
191918.97,99555.05,1,4,1
33443.26,49756.19,630,0,0
26537.51,22360.65,7,5,1
7822.67,60272.86,410,2,0
10021.46,46621.3,698,1,0
6478.84,12813.44,391,0,0
130463.59,75478.88,8,4,1
51333.73,78727.0,988,1,0
65861.29,46642.0,2,5,1
44307.13,76385.19,381,1,0
8035.44,50855.83,129,0,0
8734.27,12736.93,737,0,0
104268.36,92579.07,5,5,1
48654.77,33878.35,2,6,1
50123.47,80057.11,156,0,0
104523.02,63350.71,8,3,1
27162.47,91625.8,151,2,0
31484.37,50232.47,79,0,0
45147.75,64800.55,144,1,0
28077.69,40620.03,411,0,0
6225.41,19312.05,977,0,0
16678.73,38946.2,177,2,0
88021.12,56717.89,1,5,1
91068.84,45774.18,2,4,1
4608.29,14949.34,187,1,0
16709.74,59998.06,564,1,0
31844.08,66752.95,131,1,0
11275.69,48906.88,973,2,0
21706.79,37882.65,471,0,0
76700.56,41672.49,1,3,1
17168.89,70261.53,494,1,0
24617.51,41842.9,667,2,0
4641.0,21813.0,686,2,0
21812.74,75886.34,423,2,0
3104.15,7269.07,840,1,0
66971.02,33564.69,7,5,1
53059.33,99594.4,95,1,0
33138.17,57458.87,818,0,0
74075.55,49670.15,3,6,1
106396.95,59151.57,3,4,1
28634.31,53887.64,622,2,0
108581.02,75273.75,10,3,1
94496.9,56548.61,7,4,1
34541.87,92521.75,836,0,0
25961.08,76245.52,50,1,0
132447.76,70515.78,6,3,1
78543.09,69467.5,3,6,1
19467.95,13463.81,5,6,1
57387.9,33314.7,1,3,1
42389.77,60817.0,742,1,0
51711.57,97771.96,527,2,0
29231.11,43245.61,606,2,0
158864.62,93145.86,1,3,1
37931.51,64530.05,642,0,0
23768.65,34714.48,593,2,0
8974.73,14344.54,310,2,0
43709.87,70520.45,126,1,0
16961.06,46579.35,861,2,0
111380.0,85226.39,4,3,1
10375.63,15298.97,905,1,0
34571.61,83852.75,147,1,0
22117.85,31915.2,958,0,0
48121.92,36187.64,4,5,1
116258.95,75583.7,6,6,1
21957.52,15621.75,9,4,1
39186.87,97226.48,556,2,0
58125.97,84787.83,837,1,0
45467.14,67459.06,257,1,0
48630.2,70995.33,741,1,0
14546.26,46056.6,644,2,0
56808.26,92975.33,627,0,0
15232.17,23633.72,275,2,0
2498.52,6676.34,404,0,0
5906.11,13088.48,584,2,0
53349.31,50598.19,2,4,1
33841.89,19625.64,2,4,1
133864.38,67200.47,8,6,1
21606.55,89354.54,894,1,0
21103.91,30539.4,844,2,0
5551.68,20674.15,312,2,0
11362.8,22365.95,102,0,0
100489.64,69890.2,2,4,1
25584.82,59034.32,880,2,0
47206.1,47095.4,4,3,1
24992.46,42409.75,802,2,0
16395.49,41902.78,393,0,0
33273.95,74084.08,266,1,0
28276.1,68174.95,367,2,0
66261.53,98274.47,440,0,0
4086.6,39208.77,677,0,0
6371.39,35982.21,651,2,0
54135.2,96421.76,357,1,0
6296.89,21577.91,919,0,0
18097.59,16825.56,1,6,1
6694.34,21090.58,708,0,0
19144.77,43525.49,168,1,0
59861.23,38374.04,3,5,1
165013.94,96080.37,3,3,1
13826.28,20452.9,508,1,0
64178.39,91813.4,299,0,0
35556.5,22786.1,10,3,1
31180.0,95159.4,226,2,0
32327.47,93315.44,951,2,0
22559.49,50394.72,307,0,0
7138.71,58989.96,610,1,0
6758.55,50110.28,778,1,0
72085.66,66538.53,3,5,1
38469.15,64932.62,376,2,0
1055.89,8402.6,259,0,0
48272.64,81734.03,495,0,0
21343.21,71667.96,325,1,0
43831.45,94466.8,847,1,0
4556.95,9462.03,393,0,0
42745.71,30401.69,10,4,1
47793.54,98744.2,63,2,0
23769.65,91248.47,774,1,0
18587.73,50643.51,827,0,0
52061.91,29887.11,1,5,1
13294.86,94734.81,767,0,0
6978.46,24720.34,803,1,0
159374.69,89560.21,8,3,1
12837.87,55979.27,878,2,0
27212.81,39623.45,936,0,0
5774.14,17742.73,585,0,0
23672.52,69301.47,378,0,0
18082.43,56591.34,802,1,0
4791.19,25188.22,824,1,0
10676.33,68929.52,111,0,0
27636.54,66024.99,421,2,0
3646.0,19675.71,969,1,0
26981.47,47956.95,506,0,0
19398.81,11300.85,4,6,1
53522.13,87726.91,271,2,0
10456.56,99404.18,307,1,0
31417.84,57770.93,759,2,0
9536.73,62526.41,926,2,0
5158.47,41557.35,346,1,0
67654.82,35321.38,7,6,1
118348.88,60891.58,1,4,1
41403.48,60832.32,364,0,0
29784.16,49646.75,699,1,0
5184.04,20867.82,213,1,0
81401.8,52610.36,1,5,1
37628.12,81975.17,599,0,0
1679.78,12332.03,963,2,0
7913.17,32192.23,212,2,0
19158.62,10239.48,7,4,1
5145.56,8597.7,822,0,0
19506.44,34132.18,179,0,0
20516.33,39405.14,743,2,0
8028.46,11901.03,677,0,0
123458.81,66572.71,3,4,1
42987.77,91432.42,391,1,0
5361.95,10225.14,624,0,0
48553.99,37624.8,10,6,1
33111.77,59274.91,344,1,0
25199.79,44735.09,795,2,0
67048.78,45881.96,8,3,1
15741.95,82211.83,647,2,0
5729.43,8389.59,99,1,0
19363.65,19107.63,5,4,1
86267.27,50664.44,5,4,1
64589.72,36859.85,2,5,1
1600.46,13851.62,784,1,0
19190.57,33671.6,265,2,0
22148.46,12689.29,6,4,1
24758.83,51841.59,469,1,0
3897.34,9724.25,612,2,0
29382.47,69353.09,430,2,0
22169.86,45838.75,614,2,0
2852.38,12024.34,934,1,0
32487.34,51641.41,854,2,0
13986.4,49497.42,106,2,0
28532.48,63244.51,627,0,0
28027.01,84579.15,778,1,0
4774.33,41516.99,852,0,0
132980.91,83481.39,9,4,1
36005.75,76290.25,641,2,0
6898.11,11157.85,467,1,0
5952.48,30238.26,990,1,0
12422.0,84120.64,991,0,0
3969.91,6250.43,247,1,0
27088.91,47225.55,558,1,0
7069.6,13856.7,94,1,0
5637.96,16836.92,483,2,0
31764.09,77565.73,85,1,0
19512.71,51109.32,680,0,0
21000.31,52368.46,799,0,0
25447.13,39922.73,80,2,0
37129.89,99767.89,137,1,0
14232.55,51088.67,247,0,0
36041.54,97425.07,919,2,0
21544.02,74235.03,327,2,0
9290.8,56473.49,632,2,0
18643.35,12969.77,3,5,1
88820.25,71022.43,9,4,1
11323.38,10513.34,10,4,1
7139.16,26626.62,450,0,0
21983.15,47799.14,539,1,0
26072.39,39936.94,395,1,0
2705.42,11175.59,165,2,0
21341.54,77189.81,368,2,0
32555.01,16921.45,7,5,1
3050.13,30128.3,259,2,0
8274.93,19249.85,812,2,0
30261.45,46167.29,213,1,0
3169.4,21820.37,559,2,0
5302.57,32235.61,466,1,0
125985.49,83135.25,2,5,1
45486.2,43362.28,1,5,1
59941.35,34641.67,7,5,1
50034.93,74489.84,780,2,0
47488.96,80039.53,994,0,0
71396.24,41146.87,7,4,1
4077.67,8050.67,66,1,0
39814.18,69621.53,617,1,0
11849.44,40825.86,329,1,0
11696.4,88359.1,48,2,0
26595.19,57727.25,318,2,0
51727.08,89571.53,70,2,0
26456.16,77925.76,856,2,0
142655.63,74938.2,4,5,1
19601.6,28976.13,297,1,0
79181.67,53042.95,1,6,1
121172.28,67912.58,6,4,1
5610.4,50245.8,148,2,0
26944.94,66194.11,762,0,0
58670.92,89387.59,419,2,0
3082.31,9323.6,704,0,0
21989.61,84551.42,828,2,0
9397.37,21700.33,938,0,0
28225.23,40858.31,642,1,0
13065.68,85274.39,486,0,0
9628.8,39552.0,388,1,0
66286.9,34474.7,1,4,1
16646.19,84241.6,757,1,0
81969.67,46145.72,4,4,1
8829.0,37663.38,48,2,0
49072.85,73222.96,763,2,0
34334.22,72330.65,492,2,0
163414.16,86124.41,9,6,1
18246.58,83344.14,490,0,0
811.87,7089.37,585,0,0
128414.65,69703.78,2,6,1
